id,puzzle,solution,clues,difficulty
106,.1..4.9..........2.2739.6.....1..7...3.....2...6.....87.36..8...6...4....4...359.,315246987689571342427398651854132769931867425276459138793625814568914273142783596,25,6.3
107,...3.69.........3....427..5.7...3........5.6.1......83.25.....6.17.....2.6....39.,752316948641589237839427615574863129283195764196274583325941876917638452468752391,24,6.9
108,6.1.....4.....9.76......35.9....3......7.8....26....1.1.78...45..2.4.......3..6..,681537924253489176479621358948213567315768492726954813137896245862145739594372681,24,6.8
109,..97......7....1.2..5...74.2..5.8.1..9..6.....6..3...99..3....47.4..28...5......1,129743658473856192685129743247598316398461527561237489916385274734912865852674931,26,6.3
110,31..7...4..9.3..6.5.4........38..1.7......8...8.6.7.......842..............39..45,312576984879432561564918372643859127297143856185627439956784213431265798728391645,24,6.8
111,6..7...9...1.6...2.8..4....4...3.........5..1..78...6..2......5..8......14..297..,634752198571968432982143657456231879893675241217894563729486315368517924145329786,23,6.7
112,.58......7...8..26...4.95.....32...7.2..9..6.8..........375.9....98.....6.......8,358261479794583126162479583916325847427198365835647291283756914579814632641932758,24,6.6
113,9..6...7...8..7.1...2.9..........3.6.6......735.....2.......853.8..1...2..4.2....,915683274638247915472195638249751386861932547357864129126479853783516492594328761,23,6.4
114,1...9..8574........9..38...3...4.2.8....5.31.4...........9.1.6..2.6..4...........,132497685748165932596238147351746298267859314489312756874921563925683471613574829,23,6.4
115,.......5...79.1...32...7...638..........1....7..56...2.4..8.9.7..9.....3.....258.,914236758587941326326857491638729145452318679791564832245183967869475213173692584,24,6.1
116,...3.5..4......2...94.....374...9......4...8.6.5..13..2..91.....3...2.1......65..,172365894368794251594128763743689125921453687685271349256917438837542916419836572,24,6.3
117,..38...45.8.4.........9....6......3..583.........5.6.1....3....9...7..2.71.58...3,193826745587413269462795318671948532258361974349257681824639157935174826716582493,24,6.1
118,...5.....7.6..48..289...5...7.86........9.13....1....6..4....95.3..4......87.....,143582679756914823289376541471863952862495137395127486614238795537649218928751364,24,6.5
119,.....9..32...16......8..4..46....7.2..7...53..9.......6...7.....7..83..1.1...2..9,756249183248316957931857426465138792127694538893725614682971345579483261314562879,24,6.7
120,..5.7.69.6..........435....1.....85....5...64...1....2..7.1..2..23..9..7.........,215874693638921475794356281176243859382597164549168732967415328423689517851732946,23,6.1
121,.7..54........67..4.63...1...2.4.36....5...7.3..8...2...8.......6....94.29.......,971254683523186794486379215852947361619523478347861529738492156165738942294615837,24,7.1
122,7.94.1...8.6.....5.......9.....7..421.......9...35.8....86......27.....34....56..,759421386846793215312568497983176542165842739274359861538617924627984153491235678,24,6.4
123,..26.............85.19.4..7.3.8...641...6.........39..67...2..3...3.6.5...5.1....,742658391963721548581934627237895164194267835856143972679582413418376259325419786,25,6.4
124,2..16......6...34.9...73....1...8......65......4..159.5.2...76........1....8...3.,243169857176285349958473621615948273739652184824731596592314768387596412461827935,24,6.2
125,..1..3......7....2..7...19.69...........4...9..5.31..6..8.5.74......7.53.........,521493687946718532387265194694872315132546879875931426268359741419687253753124968,22,6.1
126,.7........8.62..3.9.3...8..1.54...8...9..7...........4.9.36..2......5......8...69,572183946481629537963754812125496783849237651637518294798361425216945378354872169,23,6.4
127,....8.4.52..65....54.......1..2...74...7.98.27......6...1.9....6.2.....9......1.8,976381425218654397543972681189263574365749812724815963831497256652138749497526138,25,6.5
128,..3.4.6.1.1..37..9...8...2.7....6.....547.....2..9....3.....58...2..3.6...9.6....,583942671214637859697851423748216395935478216126395748361729584452183967879564132,25,7.0
129,.658...4.....4...2.9.2.3...3..6...94....7.5....8..9....73.8.1..9.67.............5,265897341837145962194263857351628794629374518748519236573486129916752483482931675,25,6.5
130,........9.....3.1.2..64..8.75....4.8.1...5.....3.....15.8..12.6.9.......4..8.....,345187629986523714271649385759216438814735962623498571538971246192364857467852193,23,6.3
131,..2...7......72...4.....6.3....6..1..6...54.9...4....6.5..2.1..64.5.9....8.....9.,932684751516372948478951623794863512863215479125497836359728164641539287287146395,24,6.5
132,.3.8..6....4...7..9....6..5..5.....7.6..3.......9.8.4...9.........2......17..58.9,731852694654193728928476315895614237462537981173928546389761452546289173217345869,22,6.6
133,1.8....6.......92123.............4...2.54......98....697...3..8.8.4..........6.5.,198254367564378921237619584813962475726541893459837216975123648681495732342786159,23,6.1
134,..9..6..2.6.......3...1..8..2....5....79.4...1.....3....45..8......6..1....4.32.7,519846732768329154342715986426138579837954621195672348274591863983267415651483297,23,6.2
135,64..83.......958..5........2..3...9.1.725.................1..62...9....5.6....73.,649783251723195846518462379286341597137259684495678123354817962872936415961524738,23,7.0
136,.......7.863.........98..5.6......3..3.16.8..4.2.3.......8....9.21.....7.4...5.2.,195643278863257914274981653619728435537164892482539761756812349321496587948375126,24,6.3
137,.......3126...3......928...9..3...6......19..5....61...2..47.....4......1.....5.8,895764231267153894413928675981375462746281953532496187628547319354819726179632548,23,6.2
138,..9.2..3..64...8.....7.8..41..5.7.......9..7...53..............9....6.8..2...14.3,789425136264139857351768924196587342832694571475312698647853219913246785528971463,23,7.3
139,9.7...2.8..14....9..6....7.6.8........58...9....1.5...8..2...5.3............316..,947516238231487569586329471698742315125863794473195826869274153312658947754931682,23,6.3
140,567...8.......85.33......2.....4.....9.5.1....8.7..4..1.....38..3...9.7..7.8..2..,567312849912478563348965127753246918496581732281793456129657384834129675675834291,25,7.2
141,..4.8....8..........91.72.8.41....379..........2..5..9..7.6.........9.42......8.3,274586391815932764369147258641298537958374126732615489427863915183759642596421873,23,7.0
142,....75..6.1.49...8....6......9.2..147..3..6........3..9....2....26.4..5..7....1..,283175496615493278497268531839526714752314689164987325941752863326841957578639142,24,6.1
143,21..5......513.....87..4.....4..8..29.....6..6.....47....49.....42...1.......3.8.,216857349495132867387964251534678912971245638628319475853491726742586193169723584,24,6.1
144,5.......8.8.5....6.27.3..5...2.5......14..3..43...........2..9......72....5..6..4,594261738183574926627938451872653149951482367436719582748125693369847215215396874,23,6.2
145,....634..5..217.3..1.4.9...1..9.......2...7..9....4..3756..1..4.......7..21...5..,897563412564217938213489657138976245642135789975824163756391824489652371321748596,27,6.1
146,....9......4.2.168......4.37..2....1.81.7....92...1..4...86.25............85.....,816493572394725168257186493765248931481379625923651784139864257542937816678512349,24,6.3
147,9.6.......1.7.....2.83.671....54...98....2..6.......3.4...8......1...2...92..1..3,976815342315724968248396715163547829854932176729168534437289651681453297592671483,25,6.1
148,.8..1..637..8.........54..1........49.....2...75.4.......2.....1.....9....9..8317,584912763712836459693754821368127594941385276275649138837291645156473982429568317,23,6.9
149,...79......4..8.7.......26..2.8....1...........3.264...96....43..75......8.67.9..,865792134234168579971453268629847351748315692153926487596281743417539826382674915,24,6.5
150,.......2........43...854.7..8.6.....14....2.......5..64791......3..6....6..47.9..,964731825857926143321854679582647391146398257793215486479183562238569714615472938,24,6.7
151,.5....81......75.6.3........725...6....69.........4.315.8.......2...5.9....41....,756249813219387546834156279972531468143698752685724931568973124421865397397412685,23,6.1
152,.....7.4...5.1.6.9..1.....7..2.......43.5..7..1...35.42......8.6.9..4..3....8....,826937145475812639391465827562748391943156278718293564254371986689524713137689452,24,6.4
153,.2....97....3.......4.2.6...53.......6.8.7.4..1.....2.73..62.5........9...9.35...,326184975598376412174529638453291786962857341817643529731962854645718293289435167,24,6.3
154,..2.5.7..5....1...7....3....2.....1.......9..15..7.236..8597.......386...4......8,412659783593781462786243591324965817867312945159874236638597124271438659945126378,25,7.1
155,9.3....4.6...7..8.8..2.......4..7................68235.....59..2..1....3....4..1.,973851642625374189841296357364527891582913764197468235418735926256189473739642518,22,6.6
156,..95.3....54......38......7.....7.9881...6.....584..2.......4.........86...62.975,769513842154782369382469517246357198813296754975841623628975431597134286431628975,26,6.1
157,..1..2....7......9......8..9....576.6...71..4...3...8...5.2..1.3.85..6....6.....8,861492375574863129239157846943285761682971534157346982795628413328514697416739258,24,6.8
158,.5.....87..7..4.......2..1..15.7...6...1.6.3.3....2..8.2.8.....6.....8235...9....,254931687187654392963728514815379246742186935396542178421863759679415823538297461,25,6.6
159,.9.......4..175......9.8.6.....8.39116.4...8..........83........2.83.5...1...2.4.,791263458486175932352948167245786391163429785978351624839514276624837519517692843,25,6.2
160,..4........241...88....9..1...7.6.5.7...981.69..1.....46.....27...56..........9..,614837295392415678857629431128746359735298146946153782463981527279564813581372964,25,6.1
161,...6..........71.3.4....59.....7...5.3...6.42...4.5...48....2..3...9..7..91...43.,173659824859247163642183597264378915538916742917425386486731259325894671791562438,25,6.1
162,..3.1.....6.9.5...........49......8...5...16..3.4.......98....7.1...72..3...6..5.,423718596768945312591623874972156483845372169136489725259831647614597238387264951,22,6.2
163,.2....97....3.......4.2.6...53.......6.8.7.4..1.....2.73..62.5........9...9.35...,326184975598376412174529638453291786962857341817643529731962854645718293289435167,24,6.3
164,81.....7..56.3...........18....25.....7..6....6.3..54.....1...4..4..2.9.6...9.8..,819264375756831429243957618438725961597146283162389547925618734384572196671493852,24,6.6
165,..9..7......1.....2...6..3.7....8.6..4..9.5..3..6.4..91.73...8......1.2..5....7..,869437152534182697271569834795218463642793518318654279127345986486971325953826741,24,6.2
166,9.....71.3.....4..54.....89.82..3..4....6.....5.8........3...6..7.48.2......768..,928534716361798425547612389182953674439267158756841932814329567673485291295176843,25,7.0
167,9..2...5.....1.36....5....2..2.3....8...4.7.....86...5..4......631...4...7.......,968273154725418369143596872492735681856142793317869245584621937631957428279384516,22,6.4
168,1.39.......825..9.9....7..5..1.6..5...9....148............7.6.......3..22......4.,153986427768254391942137865471369258639825714825741936314572689586493172297618543,23,7.0
169,.1......3..8...1.....7.4....32..6.1.4....26.......9.7.64...........9...5...2.8.3.,714685293568923147329714586832576914497132658156849372641357829283491765975268431,22,6.1
170,...3.69.........3....427..5.7...3........5.6.1......83.25.....6.17.....2.6....39.,752316948641589237839427615574863129283195764196274583325941876917638452468752391,24,6.9
171,...1..3..37...52....5.....9.3.8.....51.4....3.....6.7.9...627...23..........4..9.,269184357374695218185237469436871925517429683892356174948562731723918546651743892,24,6.3
172,..1..3......7....2..7...19.69...........4...9..5.31..6..8.5.74......7.53.........,521493687946718532387265194694872315132546879875931426268359741419687253753124968,22,6.1
173,....6.....5....6...43..7.1.1.5.9..8.....2..3....6...7..3.....42.71........287....,219468357857139624643257819125793486786524931394681275538916742971342568462875193,23,6.5
174,........9.....3.1.2..64..8.75....4.8.1...5.....3.....15.8..12.6.9.......4..8.....,345187629986523714271649385759216438814735962623498571538971246192364857467852193,23,6.3
175,..7.13..5.6....8.....5..9......36..4..2....3...8..7..94.6.......9.....2..7.9.1...,927813645365749812814562973759236184642198537138457269486325791591674328273981456,23,6.7
176,..68...4..8........52.91....3.6....11....4.2......7..9....53.......4.86..7....5..,316825947984376215752491386237689451169534728845217639628953174591742863473168592,23,6.2
177,9.....78..32..7..61..........3..1..4.4.62....5..7................4.95.123..1.65..,956412783432987156187563429263851974741629835598734261615248397874395612329176548,25,6.2
178,4..25......5..31......6...5.79....1......2....3...9..7...31..8.2...9.4..8.......6,491257368765483129328961745679835214584172693132649857947316582256798431813524976,23,6.1
179,1.6..7....49.1.........4...6..8...4..13.....5.....19..85..7.2.62...9.1........8..,126587439749316528538924617672859341913642785485731962854173296267498153391265874,24,6.9
180,....918..........6.25.7.......4.5..1.4....3..3.7...........21..46..57.8.8.......3,634291857978543216125678439286435791549716328317829645753982164461357982892164573,23,6.1
181,....154.7..9.473.........6...4...2..712.....33.6....9....5..........1.....8....24,623915487589647312471238965894376251712859643356124798947582136235461879168793524,23,6.3
182,.4...8..9.76...2...9..5...1.6..9..133...8.....1.....6........349...1.......8.2...,542168379176439285893257641268794513359681427417523968621975834984316752735842196,23,6.1
