id,puzzle,solution,clues,difficulty
27,.728..4.....9..3..4..73.6.1....7..3..8.....6..24....1.6.9..2......3......174.....,372861495156924378498735621961278534583149762724653819639582147245317986817496253,25,2.1
28,.2..6.........82..3.6..1...9.5...7...61.2...4.8.....3.5...143..4....31......7.8..,827465913149738256356291478935846721761329584284157639578614392492583167613972845,25,2.1
29,5.4.2......1.5.27..8.....6....4..........3.8.83.2....9.5.9..1......4.7..2..81..4.,564721893391658274782394561126489357945173682837265419458937126619542738273816945,25,2.4
30,1.64.....8....5.3.3...2..1...3.8.1..69.5..2.....9..4..5.18..........2...46....7..,156493827824715936379628514743286159698541273215937468531874692987162345462359781,25,2.7
31,3.........8..259...2...8.45......1.....1.487..419........8...3..54..1....6...2.9.,375419268486725913129638745798263154632154879541987326917846532254391687863572491,25,4.0
32,.....74.14....16.7...8...5.56....139..71......................312..54...354......,835627491492531687671849352568472139947163825213985764789216543126354978354798216,24,2.8
33,..7..9......3..51.1.......4..6.2....4.5...6...83....5.........69...738....18...43,347519268628347519159286734796425381415738692283691457832954176964173825571862943,24,2.1
34,......32.68....1.7....8....17....8.....5.........7.94..93..17...2684......4.3....,457916328682354197931287456179462835248593671365178942593621784726849513814735269,24,4.0
35,.1.......8..1...3.....9..45.6.78..5.7.........3841.....472...9.5..84.62....5.....,419357862856124739273698145164782953725936481938415276347261598591843627682579314,26,2.8
36,...4..679.4.9..........2...2.36.1.48..62.95...1.74..6...9...1.....1.7...8......5.,152483679347916285698572431273651948486239517915748362739865124564127893821394756,27,2.4
37,........4974..2....351....8...3.6.....9..173.1.....5.............68..2...4.2....1,812539674974682153635147928427356819589421736163978542291763485356814297748295361,23,3.7
38,.....9.8...371.....2....4..3..........498....7.8..564........6.5..1....3.7.84.29.,451629387683714952927358416395461728264987531718235649839572164542196873176843295,25,2.2
39,......4...763.4.....9..8.7.54.1...3...8.5.2.......6..1........8.34...9.7.9.2.....,381572469276394185459618372547129836618753294923486751762931548134865927895247613,24,2.6
40,......5..347......1..3..4.7.1468.....6............4.59..8.7..92...8.2....9...6...,826947531347521986159368427514689273962753814783214659638475192471892365295136748,24,4.0
41,5..4...2....6.7.....32........38.9.........36..2...5...9.....644...96...8.7..4..1,586419723129637485743258619614385972958742136372961548295173864431896257867524391,24,2.2
42,...9....681...275.9.......1.21....34...7..9...4.......4..32..7..6.........5.8....,237951846814632759956847321721598634583764912649213587498326175362175498175489263,23,2.2
43,..9...82....3..7.45.2.......3...4..7...9.1.......2..91.......7....46.....58.3.4..,349157826816392754572846139931584267265971348784623591493218675127465983658739412,23,2.6
44,....9...77....685.....4.1.2....729..2..3...6......1..4.....7.96.6.......98..3.5..,128593647743126859695748132836472915214359768579861324351287496467915283982634571,25,3.2
45,..45.1.....6.29..........3.49...5.........3..25..3.7.9.....79.5..829.......6...8.,734561892816329574925478136493715628687942351251836749342187965568293417179654283,24,2.2
46,..9..4...86........4.2.7.3.3...69.....5.....7...5..12.......34..2..........7...95,239654871867391452541287639372169584185423967694578123756912348923845716418736295,22,2.7
47,....15.......6....43........8..49.6.6..7..5........81.7...9...4....3...2..16...7.,278915436159364728436872951587149263612783549394256817723591684865437192941628375,22,3.0
48,...4.8....52...34.....57.61..3.4.1....4..2....1...5.2..65.7...2....8....1..6....9,691438257752169348348257961923746185574812693816395724465973812239581476187624539,26,2.5
49,.....36..1.8.9...3...7.4...3.7.....8....82......5...9.9..2.....8.6...1..24......5,794823651128695743635714289317946528569382417482571396951237864876459132243168975,23,3.8
50,..18........1...9....2.78.1.7...23....64...78...6.3..43.....5....2..6.4...5.....2,761839425283145697459267831174582369536491278928673154347928516812756943695314782,25,3.0
51,..8.....2.....4.734..7..58..4....3..5..82....7.1....68..95..2..2...9.......63....,678153492915284673432769581846917325593826147721345968369578214257491836184632759,25,2.5
52,..1..8...6......4....21.9..82...439.......8....3.9...2.5..3.....42..1..7......41.,231948765698753241574216983825174396719362854463895172157439628942681537386527419,24,2.8
53,4..16..8...1..5..7.....34.9......8.5..5...7..637..........1......6.48...24.....9.,472169583391485267568723419124697835985231746637854921859312674716948352243576198,24,2.4
54,.4..1...3..57....61..3...7....9.3..52..6..8......5..2..9....2..563...........4...,647812593325749186189365472871923645254671839936458721498136257563287914712594368,23,2.3
55,...56.....38...9..2....1....4...729..9.3.2.4.8...4.7.5.2.1.5...4..2.......3.....7,179563482538724916264981573346857291795312648812649735927135864481276359653498127,26,3.5
56,....27....58.....7.1.4....37...3...4...149...92........3......5...3..76...2.....1,396527418458613927217498653781236594563149872924875136839761245145382769672954381,23,2.5
57,.8.3.9..5.19.2...8.53....1.4...7.8............9.4.8.27......26..471....9...8.....,284319675719526438653784912425671893378295146196438527831957264547162389962843751,26,2.5
58,7.2......18..4..9..5.16.7.....7..8......1..644....35.7..4..2...8..49....5........,742935186186247395953168742261754839375819264498623517634582971827491653519376428,25,2.1
59,...9...8.7...4...1...1..9.562......41.9..8.7..4..5.....7..32...9..........28...6.,451923786798546321263187945625379814139468572847251639574632198986714253312895467,24,3.2
60,.4.51.....3...42.1..2.........4....96.7.......1.86.......2..475.....3.1.2....7..8,749512836536784291182936547823471659657329184914865723361298475478653912295147368,24,3.3
61,.3.7.8..........9.5.6..4...2.....3...4...95...1.3....4.8...........16.8...9.5..17,132798645874635192596124738268541379743289561915367824381472956457916283629853417,23,3.8
62,..93...87..76....41.32..6......8.2......21...4.......6.1..47....761.....5........,629354187857619324143278659791486235365721498482593716218947563976135842534862971,24,3.7
63,..4...1.7.....923....3.6......43..1..4..61..5.675..4...26....71..1.....295.......,634825197518749236792316548285437619349261785167598423826954371471683952953172864,27,2.1
64,..52.39.1....8.6...2.1.7...37............1..62.....84.83.7..........6..2......18.,485263971197584623623197458379648215548921736261375849832719564714856392956432187,24,4.0
65,.9...23..6.....92.4..59..6...59....7.6..31...129.4.......1.......1..4.9.27.....4.,597612384613487925482593761345968217768231459129745836934126578851374692276859143,27,3.2
66,52......3.......6.8.4.........8.7.9.7.89......9.1....8.1..7.6......6.34.6..5...19,521698473379452861864713952143827596758936124296145738412379685985261347637584219,25,3.3
67,..39...7.5...........612.8.6.5...2..........1....3856..........78..54...3.9...12.,213985476568743912947612385635179248894526731172438569426391857781254693359867124,24,2.8
68,.....7..3..56..84.73..891.......1.95.1....3.4...7.....8......7.5..3..6....25.....,481257963295613847736489152324861795617925384958734216863142579549378621172596438,25,2.3
69,...1.....7.4..6.....378...6..9.7.....3.52....52....8.4...4.5..89...1.53......2.4.,862143975794256381153789426419678253638524719527391864271435698946817532385962147,26,2.5
70,.......3.25.......74.1.26..1....7..3....4.7..8..9...4...85.4.69..56.......7....1.,981765432256483971743192658164257893539841726872936145318574269425619387697328514,25,2.1
71,..6.41723..9.2...8......6...57.1.......43....2.37...46....67............1...5.8.7,586941723749326518321578694457619382968432175213785946832167459675894231194253867,26,2.6
72,5..6.28...9...53.....4...96..7.......26..1.8..4....6.2....3.....78......2..7..1.3,513692847694875321782413596837264915926351784145987632461539278378126459259748163,25,2.2
73,.....8....19.2...34..5.6..9....82.1...2..3..87..4.....6.....7...48.............92,576398241819724563423516879354682917962173458781459326695231784248967135137845692,23,2.5
74,....7.....5.4.1....1.....2....1..6..67.3.....381..5.7..3.79.8.4.......35.9.6.....,863279541257481396914536728549127683672348159381965472135792864726814935498653217,25,2.6
75,..75.....58..2........4...6....1...7.2...8.597..6.....6.4.7.38..3...2.......8..9.,467591238581326974392847516953214867126738459748659123614975382839162745275483691,24,2.5
76,..7...91.3496.......57....4..6...42..7..6.....5....8.....459..2.3..1.6..9......45,627584913349621758815793264196835427478962531253147896761459382534218679982376145,27,3.5
77,7...19....1...82..6....4...4.....3....32......2...6.8....7...5..5.....3.1...9.76.,782519643314678295695324178479851326863247519521936487246783951957162834138495762,23,2.6
78,.4......7...19....7.186......6....2..9..53.7......64.3....8...5......69.4.3......,649532187385197264721864539536478921194253876278916453962781345817345692453629718,23,2.4
79,6...241...5.3...97...58...6....43....7.6.......4.1.2.8.15......8.....9..3......4.,687924135452361897193587426568243719271698354934715268715439682846152973329876541,25,3.1
80,8.1..94.7.2..71.6...6.4......2.1.5..53.....8..........9.3.5.2.....7.4....6...2.3.,851369427324871965796245813682913574539427186147586392973658241218734659465192738,26,3.1
81,...3.7.6...5.4.....13.6..4..61.....39.........8..7...44.91.8.36.......2..2.9.6...,294387561675241389813569247561492873947813652382675194459128736136754928728936415,26,2.6
82,...4..925....314....7.....8.5..7...6.12........8..5.3.....9.1.....2.6....39......,381467925295831467647529318953172846412683759768945231526398174874216593139754682,23,2.1
83,8..7..5.6....4.1..64...1.......8...2..2.....948..9..53.3...6......21....7.9..4...,891723546253648197647951238915387462372465819486192753134876925568219374729534681,25,4.0
84,.8.5...7.5.9...8..7....6......75..9........21..8...4..3...2..19..19..5.....64....,486593172519274863732186945164752398953468721278319456347825619621937584895641237,24,2.4
85,9...8......8..5...6....2..9...369......8..1..3.5....6.....98...12.....4......37.2,952681437738945621614732589481369275276854193395127864547298316123576948869413752,23,3.7
86,........4132....9.6...7.1...9.26..18....14..94...8....7..6..9.3..8....759....78..,879152634132846597645379182597263418286714359413985726751628943368491275924537861,28,3.4
87,.5..4..317.....4...42..7........1.5...16....4984....6....9....617.5....9..67.....,659842731718356492342197685267481953531679824984235167825914376173568249496723518,26,3.8
88,...4.19..8..63.7....38..5...4...8.......5...9.51.2..3....5.7....7.........6...1.4,265471983894635721713892546947318652382756419651924837129547368478163295536289174,24,2.6
89,....7....6..3...48...6.9.....5....9.1.34.675..8.....34.7...8...356...........75..,539874126617352948824619375465723891193486752782195634271538469356941287948267513,25,2.9
90,.9.6....7....2....2.7.9...5.....1.5...347.......3...82.3..4.6....6........1.8.9..,198635247365724819247198365972861453583472196614359782839547621426913578751286934,23,3.3
91,..3..1.....2.8....5....4.39.8....5..2..8....4.....76..74.....53....63......1....8,893751246462389715517624839684932571275816394931547682746298153158463927329175468,23,2.1
92,....3.4.2.....6...3..4..7......27....246....96.5....8...8..9....91...3.5..2......,859731462247856931316492758983527614124683579675914283568349127791268345432175896,23,2.7
93,..8.....42148......5..7.......6..2........91..8.5.......7..8...3....9.6...973.45.,738915624214863579956472183193687245675324918482591736567148392341259867829736451,24,3.1
94,..3765...........7..9...4...1.4.7.2....61.....3.2..67..2........618.......8..43.6,843765192652941837179382465516437928287619543934258671325196784461873259798524316,25,3.2
95,..94..6....5....3.....5.....4...1..6....691.....5...874...265..1.....7..5.83.....,289413675715698432634257819842731956357869124961542387473126598126985743598374261,24,3.5
96,7.........9...8......1..2.9.4.57..9...1.6....6......23......5.8..4..2...3.7.54...,712695384496328751538147269243571896981263475675489123129736548854912637367854912,23,2.8
97,...1.8....3..2...4..5....1..52....9...74.....6.97..........18.5.9.8..16..1..4....,426178953831925674975364218152683497387419526649752381763291845594837162218546739,24,2.2
98,.1.....7..7.92..86..5..7.3..2....3...9.78....8..1...9....3.8.2.....1.46.4........,619835274374921586285467931127694358596783142843152697961348725758219463432576819,25,2.6
99,.1.......5....8..9.3..27.85....9.....4..........31.97.....7.1..6.......8.5...4.2.,816539247527648319934127685761495832349782561285316974492873156673251498158964723,22,2.9
100,..461...93..4..2..7.2.3........4....6....8..7....5.426.1.8........9...4...5.2....,854612379391487265762539814527146983643298157189753426916874532238965741475321698,24,2.1
101,...6.529..7..............346..7..5.172.....4..3...8....5..41.2...1.2.8...........,314685297972314658586279134649732581728156943135498762857941326461523879293867415,23,3.0
102,5...2.3...89...4..........2.....4....4.26.8...6...8.9....3....77...5..6.6.....9.5,576421389289673451413589672358194726947265813162738594895316247734952168621847935,23,2.7
103,38.1.......7..2.1..4........6.23.9.......9.5.....862..7.....6.2..9.67....3...8.7.,382174569697852314541693728164235987823719456975486231758341692219567843436928175,25,4.0
104,.5....82.6....3......5.....291......4.......5....8.6...8..7....9.2.3.7..37..2..96,153967824627843951849512367291756483468391275735284619586479132912635748374128596,24,2.1
105,1.2..38.....5...1.4...7..9.......9...4...92.35.......4.2.1........2..4....76.....,152963847798524316436871592273486951841759263569312784924138675615297438387645129,22,2.8
106,8...45............13.67.5......61..4.....8.91.6.3.....27...............5..6..23..,897145263654823179132679548985261734723458691461397852278534916319786425546912387,22,2.3
107,39....7..........1..8.6..29.....5.376.4..18...574...9...1..7...9..3.8..4...1.....,392514768765829341418763529129685437634971852857432196541297683976358214283146975,26,2.5
108,...9.......7.283...6....9.4.91.....55..1..2....24.36......91..2...78..........56.,153947826947628351268315974691872435534169287872453619386591742425786193719234568,25,2.3
109,........4.....821.3.5.6.....6..918..7...4...1...7.3.5.9..6.2...17......8...9.....,287159634649378215315264789463591872752846391891723456938612547176435928524987163,24,2.7
110,3.9...6........8...517...9.4..........734.9.....98...2........36..49.......21..8.,329854671764139825851762394495621738287345916136987542942578163618493257573216489,23,2.6
111,..9.3..4..1....3...4.8.9.6.7..1.89...6.........27.4.....6..5..3...69.27.1.....4..,279536148618247359543819762735168924461923587892754631926475813384691275157382496,26,2.6
112,.......1.45..1...3....35....67.....8.28.5.74.9............8.2.6..63.4.8.5....64..,832467915459812673671935824367249158128653749945178362794581236216394587583726491,26,2.6
113,97.6.12.31.6.......5..7..............9.5.6..4..59.4.315..7.9.8.....68.9.........6,978641253136295478452873619841327965397516824625984731564739182213468597789152346,27,2.5
114,.7......5.39.6.8..1...29......25.3.7.4.7.......2....6.91..3.5....3...........84..,276841935439567812185329746691254387348716259752983164914632578823475691567198423,24,3.8
115,86.7....14..56..........7....24......9.1....2....3.478...9...8.....4.53...6....14,865792341417563829239814765782456193394187652651239478143975286928641537576328914,25,2.1
116,.....8..98...5.241..9...3.8..631.....1..6.9..9.42......9....71.2....3.6....4.....,542138679863957241179642358726319485315864927984275136498526713251793864637481592,26,2.8
117,.9.2...8.6...8..52..1........5...1......7..4.7..5649..1...5...6.3.........8.....9,594237681673189452821645793485392167369871245712564938147953826936728514258416379,23,2.8
118,..793.....5..269..3.........2.7.8.5........477...6...8.1.5.....94.......6.....2.1,287934516451826973369157482126748359538219647794365128813592764942671835675483291,24,2.1
119,....7...1.2.......79.....8.9....283.8.....195.5.4....2..3..7.5......9...56..3...8,638974521125386947794125386976512834842763195351498762213847659487659213569231478,25,2.6
120,4....792.....2.......8...5...4..9..526.4......8.1.....9..6......73..5..........61,416537928857926413392841657134769285265483179789152346941678532673215894528394761,22,2.7
121,....2..6..7.1.8.9..8.7..3..8....5.......7.6.4.4.2.....21....9......1.5....3.4.7..,139524867672138495584796321891465273325971684746283159218357946467819532953642718,24,3.4
122,237.........79.5....61....2.....6........82..814.....7......1..7..3...5.39..6....,237685491148792536956134782529476318673918245814253967465829173782341659391567824,23,2.5
123,......564.....48.17...1...3..6....5...2...4.8.48.3.69..5..........861.......9.7..,219378564365924871784615923176489352932756418548132697653247189497861235821593746,25,2.1
124,4.21.57..5.9.......71.....6.....2..7.5........86...91.....9.6.5.4.721.3.....4....,462185793539674128871239456913462587754918362286357914127893645645721839398546271,26,3.1
125,..5..9.71.7..5....29...4...32...........8..3.8...62.5.53.....6...4.....9......41.,465829371178653294293174685327915846956487132841362957539241768614738529782596413,24,3.6
126,....6.....7.8...91.6.9.4..55......34..7...8......3.15.....8.7..3.82.9........5...,915762483274853691863914275581627934437591862629438157152386749348279516796145328,24,2.6
127,..68......17....43..2...17......9527...6...9.....4.3...2...3.6...1...9.......5..4,436871259817592643952364178684139527273658491195247386729413865541786932368925714,24,2.9
128,......2.737.6.5.4...4..3.......3.7....7.4...59..1.......8....1.2.....38......6..4,596418237371625849824973651412539768637842195985167423768394512249751386153286974,23,2.1
129,..82....713.9.........5..9...65.9....4...8..9.5.1..2.........38.8....5.......4...,598236417134987625762451893816529374243768159957143286421695738689372541375814962,22,2.5
130,42..1.95.........4..7.5....5.....6...78.4.....9.2..1.......2.....5.38.1.2.9.754..,426817953851329764937654821512793648678541392394286175143962587765438219289175436,26,2.3
131,1.8.......4.9.6....35........1..279.....95.4.2...1.5..6.78.3..18..2.........6....,168547239742936815935128674451682793386795142279314568697853421814279356523461987,25,2.3
132,.....6..7.53....16.4.29....5..7....49...3..........36......4..8.9..7.65.8.....7..,189356427253487916647291835536729184914638572728145369371564298492873651865912743,24,3.3
133,.2.5..8...8...76.43.6.8.59...4....7.9....6..36...4.2.......8.....3......79.23.4..,429561837185397624376482591214853976958726143637149285542678319863914752791235468,27,3.0
134,.89.....33.5...2.6...8...1..26.3...4..3....2.....16.3.5..6.7.......8..6....9..4.8,189562743375149286264873915926738154813495627457216839548627391791384562632951478,26,2.5
135,4.....3....94..5....3..6..89..5...2.5...1.4..........38.7.2.....523.8.6.....4....,425781396689432517713956248934567821568213479271894653847629135152378964396145782,24,2.8
136,.....4...5..7..9.687..9...49.......2...3...8......53.....2.......51....3.3..4..27,391624875542738916876591234913487652654312789728965341467253198285179463139846527,23,3.4
137,.....8..4..1..38..3.861.2..6.5.2.3.........4.....5..1..5.7..42..9.4.....1.......7,569278134721543869348619275675124398912387546483956712856791423297435681134862957,25,2.5
138,.96.3....2...........5.7......29..46........314....2...3......9.2...1.7...83.2...,796134582215869437483527961357298146862415793149673258531746829624981375978352614,22,3.5
139,..5.17...93.....6....8..4.........3.....749..7.19......1...5..63...8..5...2..6.4.,425617893938452761167839425294168537683574912751923684819245376346781259572396148,24,3.5
140,5.6.....13....8.....273..5...7.1.2.....2....9.5.....6......6..2...4.7..6.4.....3.,586942371371568924492731658937614285168253749254879163715386492823497516649125837,23,2.6
141,.....73..5......716..5..9......8.7.6.7..2.....8..49...2...74.9.46...8.1..3.......,812497365593862471647513928925381746174625839386749152258174693469238517731956284,25,2.9
142,.36.......1275..8.7....23.........1...15...28.2...14.....4........91...7..8.7..35,836149572912753684754682391589324716341567928627891453175438269263915847498276135,26,3.8
143,.....1.4.167.2.....8..3....5..9....2..32...6.7...1.....5246...18....27........4..,935681247167524839284739615518946372493275168726813594352467981841392756679158423,25,2.7
144,.57......2..38....3...5.2.9..4.69...1.3.....7....1.89....5..31........8...2.7....,657921438249387561381654279824769153193845627765213894478596312916432785532178946,24,2.1
145,....3.8.9........13.....47..4.9..7...9.25....5.38.......2.6..946.972.....8.......,764132859928475631351689472246913785897256143513847926172568394639724518485391267,25,3.8
146,.3.....2...7......2...3.89.6..3.42..3..57........21..8.8....6.......7.....519..3.,836915724197842563254736891671384259328579146549621378982453617413267985765198432,24,3.1
147,8......57....9.16......4.3.9.....7....21.8.......2.3......19...6.47.....17..36..5,893261457247395168516874239981653742732148596465927381328519674654782913179436825,25,4.0
148,.1.....4...6.12..7...8....98..5.......5.64.92.9...3..1..49.7..........2.3.....6..,218379546956412387473856219842591763135764892697283451564927138781635924329148675,24,2.6
149,..5.8.1.7.4.15.3...6......97.......1..2.9..3.....164.........9.4..8.2...18.......,295683147847159326361247589754328961612594738938716452526471893479832615183965274,24,2.8
150,...9..8..9....5......1...27..387....6.9.......2..3..86..........5.324.6..6....4.8,236947815971285643845163927413876592689512374527439186794658231158324769362791458,24,2.5
151,...83.....5.6...893.......15...89...7.....41.4.2....3.8....4....7.56........9.6..,629831574157642389348957261513489726796325418482716935865274193971563842234198657,24,2.1
152,.7..1.3..5...78.1.28.........6..3.579.....4..1....7.2.........9.9...657...2.54...,674219385539678214281345796826493157957821463143567928315782649498136572762954831,26,2.7
153,189.......57......4.391..5...1..29....8.4...6...3....7.....6..1..58....3.9...48..,189275634257463189463918752371652948528749316946381527834596271615827493792134865,26,3.4
154,.8..6...4.9..1..8....8.......2...9....7.2..5.4.91...7..315..4........5.....74..16,583967124296314785174852369352678941817429653469135278731586492648291537925743816,25,3.1
155,5...7.3.8..682.4.......4...4.........5....16...9.5.....1....6....2....57.94..8...,541976328936825471827134596468219735253487169179653842315792684682341957794568213,23,2.2
156,..5...........1....8...4.53....754..3.......26....3..749....6.....92......63..1..,965832741734591286182764953821675439357419862649283517493157628518926374276348195,22,3.0
157,...5..28..........49..62.....5..6.......5...1.3..287.........9.2..18.6..9.8...42.,671534289582791364493862517745916832826357941139428756367245198254189673918673425,24,3.7
158,...3.5..8..3.......61..8..4...25....4.8..1..37.....9....758...6.15.7........3.2..,279345168843617592561928734196253847458791623732864951327589416615472389984136275,25,2.7
159,6.......98.1....7...7.5.8.6....4..25..56....33..7........2...91..6..32..14.5.....,623487519851936472497152836769348125285691743314725968538274691976813254142569387,26,2.6
160,....2.7....6....4.....84.1...1..54.3..72....6..8....9.6..3......2..1....3..5....8,843129765196753842572684319961875423437291586258436197689347251725918634314562978,23,2.1
161,5.3.....7...3....9.8...72..8.....7.19....5..8.7....5..43.8....2....9..1.2..63....,543926187127358649689417253856243791912765438374189526435871962768592314291634875,25,3.9
162,.5..8.6...4.2..8..96....1....5.31..7.73.....6..14...5.....6.5.4.8.5.7............,152789643347216895968354172495631287873925416621478359719863524286547931534192768,25,2.3
163,8....7.......3.2...57..6...3...481.7..4....6...8.215......13.....9...6234........,843257916961834275257196348326548197514379862798621534682713459179485623435962781,25,2.6
164,...4....7...96.43.25.....9..13....6.5.8....2..6...78...4...8...68....2....5..4...,936482157871965432254713698713829564598146723462537819149258376687391245325674981,25,2.2
165,82....6.......6..8...4..5..3.1.62...6..8....7........9.5........9....4....473..2.,827395641435216798916487532371962854649853217582174369258649173793521486164738925,22,3.7
166,4...2.5..6....4.9....6..2..52..634.........26....4.37.7...1...816...5.....3..9...,478921563612354897935687214521763489347598126896142375754216938169835742283479651,26,2.3
167,..24...6..1....8.5...6..4.9.9.7.1...7...9.3...2.54....1.......6.7.........3..2.5.,982457163614239875537618429396721548745896312821543697159374286278165934463982751,24,2.3
168,.4...361.....4....17...8...2..98...4.........81.4..92.5..3....2..3.......8..2..75,948253617356741289172698543237986154469512738815437926591374862723865491684129375,25,2.8
169,...4..86..957.8..4......5..5..3....1....47...7...1..3.6.4.9..7....5..6..95...2...,371459862295768314486123597549386721813247956762915438634891275127534689958672143,26,3.2
170,.........6...5...953..4.2..14...83...7.3.6..........8.21....76...6....43.8...7..2,497283651628751439531649278145978326872316594963425187219834765756192843384567912,25,2.9
171,.......123.2....4.1....63....83...2.6..51..8.....49..7......8...4.1...9....793...,786435912352971648194286375418367529679512483235849167927654831543128796861793254,25,2.9
172,....4....7.82...9..31.6..5..92.38...67.....8...46.......7.23..9...9......8..7.31.,526349178748215693931867254192738546673154982854692731417523869365981427289476315,27,2.4
173,.1.7......8..3.2.4..5..2..6..9..75...7..1..3......8.....8.2.1.9...58....24.1.....,612754893987631254435892716129367548874915632563248971758423169391586427246179385,25,3.8
174,...6.4......2..3..8.4.....7.189..23.........869.32......6.3...1.3.1...7.7.....5..,359674182167289345824513697418957236273461958695328714986735421532146879741892563,25,4.0
175,.1...43.683...9..4...........4.56....5.2...8...8..31..2...........4...9...6..27.8,719584326832619574465327819174856932653291487928743165241978653387465291596132748,24,3.0
176,2.....8..5.4....6..67..........9.5..3...41.9...12..6..9.....17..5.4........58...4,239764851584132769167958432426893517375641298891275643948326175752419386613587924,24,2.7
177,.9.6.7......42...1...8.1....3....295.25.....4.......37514..3.8...8....52......3..,491637528683425971752891643837146295925378164146952837514263789368719452279584316,26,3.4
178,2..7.......6..........35.8..4......28..1..9.46...9..5.4..28.......6....375...9...,238716549596824137174935286349578612825163974617492358463281795981657423752349861,23,2.4
179,81...9...3...1..6...45.8....9.....832.8......4.....5....26...3..3..7...2...83..7.,817369245325714968964528317196257483258143796473986521782695134639471852541832679,25,3.7
180,..5...1.8...4.9.....4.1.2......2..7.6.3...4..8..6...2.4.....5..78.....9.....62...,965273148218459367374816259149325876623798415857641923496187532782534691531962784,23,3.1
181,.3....6..81..6.9.7..6...8......7...37..4.1...5...9..84.7..28..........1....6..4.5,937815642814263957256947831648572193793481526521396784475128369369754218182639475,25,2.3
