id,puzzle,solution,clues,difficulty
21,.3......9...1.9...2..75.......974..654.6....2..8.3.....2..6..9...5...4....6....31,837246159654189723291753648312974586549618372768532914123467895985321467476895231,25,0.0
22,.1..8...2.9.5........67...8....1...3...7.3...5.7....21..98..2.716..............85,716389452892541736345672198624915873981723564537468921459836217168257349273194685,24,0.0
23,4...6.....7.9.........7.2.3...5....69..6....57..1843....83..6.96....2..4.1.......,431268957872953461596471283183529746924637815765184392248315679657892134319746528,25,0.0
24,......3.....52..7.2.......4..541....3.9....6......6..5.869..45..2.84.7...51......,594687321138524679267193584675419238349258167812376945786931452923845716451762893,25,0.0
25,82......3.1....2..........7...39..8..7..4.......1.6.5.1.62.8...2..5...9...4.3....,825761943719483265463952817652397481971845326348126759196278534237514698584639172,23,0.0
26,..1.5....46...7.9..9.6.....6.25.......398...6.......5..3.....71.1..7..6...5..34.9,321459687468317295597628314672541938153982746849736152236894571914275863785163429,26,0.0
27,.......1..6.2.7........6..4.....453..1..9.....58...4....473.25..93..5........2...,742358619961247385835916724629874531417593862358621497184739256293465178576182943,23,0.0
28,...7.9.2..14.....6..7.8.......8.36...61...2......7.45....1253.....6.......9......,583769124914532876627481935245813697761954283398276451876125349432697518159348762,23,0.0
29,..2.........97.....6..354.....164.7..71...........3.898.7...2..34........5.6....8,192486753435971826768235491983164572571892634624753189817349265346528917259617348,24,0.0
30,..4..62.9.2..9....7..............6.2.3..6....9..5..84.1.2..4.5..65...1......3....,814356279623897415759241368548719632231468597976523841192684753365972184487135926,23,0.0
31,...1..72.5.6...........59.....3....48.4.76...71...9.6....41..9.6.....4.7.21......,983164725576982341142735986269351874834276159715849263357418692698523417421697538,25,0.0
32,.4..23.6..1...9.3..7.........9.....7...958...16....5..4..3....8...79.2.......53.9,945823761816579432372164985259631847734958126168247593497312658583796214621485379,25,0.0
33,5.8..2..1...47.9..6.........7......526..45..........7.1.43.8..........1...3.2.5..,548932761312476958697851432479683125261745389835219674154368297726594813983127546,23,0.0
34,9...3.2.7..6.1...4.8...7.............639..5....5..17.....1.5.8.1..6.2.......78...,954836217276519834381427956412753698763984521895261743627145389138692475549378162,24,0.0
35,54.9...1..12.7..6..9..3......1.....9...5.....4.62..8......4...89....8.7.....57...,548962713312875964697431582251786349839514627476293851725649138963128475184357296,24,0.0
36,..2..1....468..9...1........9.58.1..3.....2.9.....3........6.75.574.....2......8.,932671548746825913815349726694582137378164259521793864489216375157438692263957481,23,0.0
37,....8...3...6..4.2..9..7.6.4.....67.3.8........2.5..48.......2..85..6.37.975.....,546182793713695482829347165451238679378964251962751348134879526285416937697523814,26,0.0
38,......2...3541.9...61...7....28........162.7.....3..8.8.4..5..33.7....5.......1..,748956231235417968961283745592874316483162579176539482814725693327691854659348127,25,0.0
39,5.4.783..3....62......5..478......6...7....3....26...4.......23.48..1....1.......,524978316379416285681352947892543761467189532135267894756894123248731659913625478,24,0.0
40,..........8..7..5..5....13..7.5...12....938...4.........47.......9..63.4...1.2.8.,391625748486371259257984136973568412162493875548217693824739561719856324635142987,23,0.0
41,5.23......8..9.7.......6.52..5..7.2..4....685.2...34..6..2......318...6......9...,572318946486592713319746852965487321743921685128653497694235178231874569857169234,26,0.0
42,.6............28.....3472..4....6....39.....55..2....82...9......8...47...7....5.,762918534943562817185347269421856793839174625576239148254791386398625471617483952,22,0.0
43,5..9............6...4.2.7...4....18...94.72.32.1.....9..3..2..5..5.....7.1.3.4...,572961834198743562634528791347295186869417253251836479983172645425689317716354928,25,0.0
44,31.2....9....6..5....1.84...6.....8......9.12...78..3.5..374.............93.....8,317245869248967351659138427761423985834659712925781634582374196176892543493516278,24,0.0
45,.43.....67..6....1..9.13.....7.92.3.9.......2.2.....18.5...1.....1359.......7....,143987526785624391269513847617892435938145672524736918352461789871359264496278153,25,0.0
46,........4.9...6....5..2..9..7.1..6.8.2...3.....9..42...6.4.8..9...3.....8.....153,281937564793546812456821397574192638628753941139684275365418729912375486847269153,24,0.0
47,..9.2...3..........4...35.268.4.....3...6..8...45..6........2.77...194..86.3.....,579126843238954716146873592687491325315762984924538671491685237753219468862347159,25,0.0
48,.6..1.2..8....9....27.6...3.....1...9...3..7.7.8...45.6..8.........9..34.......2.,469315287853279146127468593245781369916534872738926451672843915581692734394157628,23,0.0
49,.5....4.7.42.......96.1..5........2.8..53.........86.4....2.1..6.1.....2..3..4...,358296417142857396796413258937641825864532971215978634489725163671389542523164789,23,0.0
50,.....1..4.8...9........618.4.3...2....5...6..2...6..49...8...2.5...7...3.9..4...7,326781954184259736759436182463918275975324618218567349637895421541672893892143567,24,0.0
51,..4......59.3..1.2...8.2.7...9..6..4..697..85.............6.....4...1.9..2....5..,274619358598347162163852479389526714416973285752184936937465821845231697621798543,23,0.0
52,..2...91.3........9....15.62.8...1.....389.....56....3.1...........936.24.9..6...,562438917371965824984721536238547169146389275795612483613254798857193642429876351,25,0.0
53,.47..6......8....7.8.1....2.6...45....2.3...9......7.......16...94....5......3.1.,247396185951842367386175492769284531512637849438519726823951674194768253675423918,22,0.0
54,......39.2...7...1..16.87.....3....83....7.....6...97.84....1...7.....5....482...,758214396264973581931658742527396418319847265486521973843765129672139854195482637,24,0.0
55,...374...27...8...9...2.5..8....9..4..35...8..2......96...4.9.3...6....7..1......,518374296276958431934126578867239154493561782125487369682745913359612847741893625,24,0.0
56,.7......2.....7.4..65.2...942.3......9.6..82...3.8....9..1........2.96...5...34..,174936582289517346365428719428395167597641823613782954936154278841279635752863491,25,0.0
57,...8...3.892.....6.....457..45.8...........577..4..9.2.6..32.....4.........7.1...,457816239892375146631924578945287613283169457716453982168532794574698321329741865,24,0.0
58,...87.....4.5....21...4.9.6..6.......5...3.489.....13...5...72.8.7.....1.12......,529876413643519872178342956736481295251793648984625137465138729897254361312967584,25,0.0
59,3.5.2..474.....9....2.8.....1..732..8....96.......4.....4....6..6......8.5......1,385926147476531982192487536619873254847259613523614879234198765961745328758362491,23,0.0
60,..83........2..57...1...9...1...4.....76.....6..87....4...89..239..5..4........6.,258397416934261578761548923513924687847613295629875134476189352392756841185432769,23,0.0
61,.3587...........25...1..37.48.........3.5..69..63...1....62.....69...4.......4..3,135872946874936125692145378481269537723451869956387214548623791369718452217594683,25,0.0
62,..1........637.9...73..25..3....6....2...5..1..4.8..52..8.3...519.5............9.,941658237256371948873492516385216479629745381714983652468139725197524863532867194,25,0.0
63,.1.......3.9416...6..5.......62.4.7.2..1..3.45...3.........7.96......7..1..6...8.,715982643389416527624573819836254971297168354541739268458327196962841735173695482,25,0.0
64,4..............217..7...3....2..4.6....5187..7.4.6.......8.6.391.8.....6...3.....,421937685893645217657182394512794863369518742784263951245876139138429576976351428,24,0.0
65,.3..584....1..9..3.....4.76.....78...17....3.8.3.....7........8.4.1.....5.84...9.,736258419421769583985314276294637851617825934853941627172596348349182765568473192,25,0.0
66,....8.97.5...3...4.4..5..62....75.1....8......8....2....73.9...3....65.99.6......,263184975579632184841957362694275813732891456185463297457319628318726549926548731,25,0.0
67,.....3....1.9.7.8....1...964....67....78.96.3.83.7.....4........79.6...15....1..4,954683172216947385738125496495316728127859643683274519841532967379468251562791834,27,0.0
68,..9.1.6......6.8....6..37...4.835..175.................7...94...9....2.8...58....,329718645517462839486953712642835971758691324931247586875129463194376258263584197,23,0.0
69,..7....4..54.76.9..2....8......5..7...1..3...893.6...1.65.42........14....9......,187239546354876192926514837642158379571923684893467251765342918238791465419685723,25,0.0
70,6..24.7....2......94..3....4.6.....35.8.93.........8.6........93...2...4...8.72..,653241798782956341941738562476182953518693427239475816825314679367529184194867235,24,0.0
71,7........2.36....7......8...3......2....15..4546...97....258......7.9.2..6.......,718594236253681497694327815139476582827915364546832971371258649485769123962143758,23,0.0
72,...9.6.3.1.....7...45..7.81.2.3....5......1......68.....3.71.9.4..8.......9.5....,872916534136584729945237681721349865698725143354168972563471298417892356289653417,24,0.0
73,.....7..5...8.6.933.....6..146.7.......9.2.....3.......61....8.2..6..95...7.8....,619237845752846193384195672146378529875962431923451768561729384238614957497583216,24,0.0
74,97.........3..7..6..12.6.4....98....85..6...4..2.....8..9.4.3.......5..73..8.....,976418253243597816581236749634982571857163924192754638729641385468325197315879462,24,0.0
75,.4.5....1...9.623...3...........34.......1.6....6.29......4....3....5..2189...3..,942538671851976234673124859516793428297481563438652917725349186364815792189267345,23,0.0
76,.9....1..82.9.47.5...63...8.4...8..7..52.94.6.......8..14..7..9.........97...6...,496785123823914765157632948241568397385279416769143582614327859532891674978456231,27,0.0
77,....5..94..8.6..35.1.....2.3......56......4..9....1........2...1763.....5..7.8..3,623157894798264135415983627381429756257836419964571382839642571176395248542718963,24,0.0
78,.26........9.7.32.....9...7....4.1..25...14....89...75.8..3.9........5.19........,726314859819576324435892617697245138253781496148963275581437962374629581962158743,24,0.0
79,..7.9.2......5..96...7..3...465...8.........29..3..4..2.4..78..8.5..4.3.....6....,537691248481253796629748315146572983378419562952386471264137859815924637793865124,25,0.0
80,9.6..................826..534..7..2...5.....7.8.2..6....1.9.578....5.........4..9,916543782852917463734826915349675821625481397187239654461392578293758146578164239,23,0.0
81,...5...3.....23...5.6.1......7.518.9..1.7.....698.....4....79.........4.78..4.2..,124596738978423615536718492347651829851972364269834571415267983692385147783149256,25,0.0
82,.4..1.5..9.8.....16...........4......81..6.7....9....38..6.37....7..2.4...3...9..,342819567978564231615237894739421658281356479456978123824693715597182346163745982,23,0.0
83,...9..3.2.7..84....3...67..6.....83.4.71.9.6..5...........6.........1.94.......23,546917382172384956839256741691542837487139265253678419925463178368721594714895623,24,0.0
84,..5.8.3....69.48..1.....67..13..59..........689...1....5......4.2.5...38.........,975186342236974815184253679613845927542397186897621453359718264421569738768432591,24,0.0
85,.6..1..53....4.....43...17..89...3....4.3781....5...24...19.......2..6..9...7....,762819453195743286843652179589421367624937815371568924256194738437285691918376542,26,0.0
86,1......822.7..............5.1.5...9..5..216......7........6..39..6.184..5..234...,165497382287153946493682715712546893958321674634879521841765239326918457579234168,25,0.0
87,....2.9....3.....5..1.4.....2.8.5.3...6......8..4..7.61.9....7.4....3.517....42..,584326917273918645691547382927865134346271598815439726159682473462793851738154269,25,0.0
88,.7....58..4.......6.2...7.1.38..2.75.....9.2.9......3.76..9....3.5.....6....8.4..,173426589849571362652938741438162975517349628926857134764295813385714296291683457,25,0.0
89,.5......67.......9.9...4.8263..1..7...963..1......9.5..73.5.......8.3......4.....,854192736726385149391764582632518974549637218187249653473956821915823467268471395,24,0.0
90,....3..1...7..2..592..4.7..4..816....78......3....9.5.89.5..2.......8.........96.,584937612137682495926145783459816327678253149312479856893564271261798534745321968,25,0.0
91,91...4.......86...7.8..3..1.7.....42.....8.9.3.5........97.5..6.......29......3..,916274835523186974748953261871369542462518793395427618239745186657831429184692357,23,0.0
92,...9.562.....1......7.....4..........5.....92..4.61.7.42.5....7.....6..1.3.....45,143975628268314759597682314312759486756843192984261573421538967875496231639127845,23,0.0
93,....3.5.6..7.8......17.....52.3194........3...9...8.5.......8.1.....4.2.....56..4,842931576657482913931765248526319487184527369793648152465273891378194625219856734,24,0.0
94,.2.9...1.8..26......67....4....5419..1...9..6.7............6.8...781.9..5........,723945618841263579956781234238654197415379826679128453194536782367812945582497361,24,0.0
95,9......4..6..475.3..58.1....8....9....9..6..........17..6.2...4.3...47...4..1.8..,973265148861947523425831679784152936319476285652389417196728354238594761547613892,25,0.0
96,......9.2..1..4...4.2.6..51..43...1.9....7.......1.82.........758...1....7...6...,867153942351294678492768351624385719918627435735419826146832597583971264279546183,23,0.0
97,....47.3..5.13..7.....2.....8.7....197.......3..89....7.9.1.4........59.4....2...,298547136654138279137629854582763941971254683346891725729315468813476592465982317,24,0.0
98,42..........8..6.1.5.....8..9.....3...5..97...8..4......9...2..6..5........3.719.,428136957937825641156974382294751836365289714781643529579418263613592478842367195,22,0.0
99,..2..5....1...7..8....9.347481.7...37..9........4...5...8.61...2.........3....6..,372845169914637528856192347481576293725913486693428751548761932267359814139284675,24,0.0
100,.7..8.3..4.....5....1....4..4....92..23......78..3..6......68..61.4.......8......,975284316432761598861593742146875923523649187789132465354926871617458239298317654,22,0.0
101,6....1..5......4.....6.78.23.9..6.1..7..4.......1.8...49....7..28........63.8....,638421975752839461914657832349276518871543629526198347495312786287964153163785294,24,0.0
102,.5.6..4.........387....2.....7....2.39..1...6....28..9....6..7...3....14914....6.,258631497146957238739842651487396125392415786561728349825164973673289514914573862,25,0.0
103,.9...87.3.25.............6.1......4.254.....8....271...4.71.9..8....5......2..4..,491568723625374891783192564137856249254931678968427135542713986879645312316289457,24,0.0
104,......68..6......1.27.......3.16...7.4683.......9.....7...932...5.4..8....3..57..,315749682469328571827516934938162457546837129271954368784693215652471893193285746,25,0.0
105,...8...52.3...6..8.6.59.....9...43.1.....2.......7.24.31..4....7.61...955........,974831652135426978862597134297654381483912567651378249319745826726183495548269713,26,0.0
106,.7..3.452..49.....62....97..5.........71.63...19.8..2..95.........2....3......16.,971638452584972631623541978256793814847126395319485726195364287768219543432857169,26,0.0
107,..67.8..3.8.....1..1..35...........14.8...2.......4.86..9.6....7.5.2..9..6.....24,526718943387649512914235867673982451458176239192354786249863175735421698861597324,25,0.0
108,8.2.4..6.37...2..8.......1..1.......9.54.....2...51.9....8...4...7.96.81...52....,892145763371962458564738912716289534985473126243651897629817345457396281138524679,26,0.0
109,3.5....1.4....2..81.6....75....8..4...2....3....7..........7..49.1..65..8...1....,325678419497152368186439275719385642542961837638724951263597184971846523854213796,23,0.0
110,..42....6..9.4...7.2.1........7.....9.....18..4.531.......7.2....1...8.5.3.4..6..,384257916159846327627193458213789564975624183846531792468975231791362845532418679,24,0.0
111,..1.52...2.8....7...6...9.........3...9.164..73..8....9...3...66....9..4.....1.8.,471952863298643175356178942165497238829316457734285691917834526683529714542761389,24,0.0
112,5...37......6....5.8.....47..3.24........31......8...28.27..5..3....5..1......6..,529437816437618925186259347613924758248573169975186432862741593394865271751392684,23,0.0
113,....7.4.83..9...1...9...3.....4...5.5.....8.1.6..37....31..42....2.8...........76,215673498386945712479821365923418657547269831168537924631754289792186543854392176,24,0.0
114,12......35...2...6.......8....142....649..8.2...3....9.....5.4.8...7.9......8....,126894573548723196793516284985142637364957812271368459619235748832471965457689321,23,0.0
115,5.......6..3....5..6.8..719.38.7.2..2.......46..5........7.98..7..2..........1..3,581497326973162458462835719138974265257316984694528137316759842745283691829641573,24,0.0
116,5...9....4..5....9..64..1.3.2.........9.86...8.3..1....9....7.1..1...5....5.2..6.,517693482432518679986472153724935816159286347863741295698354721271869534345127968,24,0.0
117,....9.2....75.3...2....61....98...2.71493....52..1..........74..5......99...5....,645198273187523964293746158369875421714932586528614397831269745452387619976451832,25,0.0
118,....3....1...4.6...2...5..3....9..763......9.5....1.......69.5...4.8.9...52..78..,485236719137948625629175483241893576378654192596721348813469257764582931952317864,24,0.0
119,1.5....8..478621..............4.......8.7..3.3..21..9...46..9.2.81.2............4,165347289947862153832195746719436528428579631356218497574683912681924375293751864,25,0.0
120,89........65.1.8....2.5........23..8.......437..8........16..7..4.....2.9..5.7...,891736254365214897472958136659423718218675943734891562583162479147389625926547381,23,0.0
121,1..8...2.......3.7.54.........6....4..943......1..29....3.......2.78.4...6...3.8.,136847529298165347754329861372698154589431672641572938813254796925786413467913285,23,0.0
122,..3...4..1....6..9.......31..9.658.....1...4..768....2...6.8..42..75..9...7..1.5.,893512467124376589765489231419265873382197645576843912951638724238754196647921358,27,0.0
123,49..7...28..........1..8.5.3..72...8.185.97........1..2...........69.231...8....4,493175862852964317761238459345721698618549723927386145279413586584697231136852974,26,0.0
124,......35..8.7...26946..3...4.7..................5372...6...5.93...8....15.4.6..7.,172698354385714926946253187427981635853426719691537248268175493739842561514369872,26,0.0
125,62.....8.3.....1......49...96...5..2..1.2.5.72....68.9.5.1..4.........7.8...5....,624571983379268154518349726967485312481923567235716849756192438192834675843657291,25,0.0
126,72..6....1.....9..........5.....265......4...6...7..38...9...2.3.98..4.6..1.53...,723569841145738962986241375817392654532684197694175238478916523359827416261453789,24,0.0
127,6....9....2.85.4....42...96..9.23.....5.1..4...16.73....3....2..5....91........6.,618439275927856431534271896469523187375918642281647359193764528756382914842195763,26,0.0
128,...4.76....7...19....6...5...9...54.6..25.9.........263...8......1..9..2.54......,512497638867325194943618257129876543638254971475931826396782415781549362254163789,24,0.0
129,...5.9..8415..2....8...4....5.....8..4.......2....397.....2.46....8972....1......,372519648415682739986734152759261384143978526268453971897125463634897215521346897,24,0.0
130,..4...21.....43...3....57.9.2.18..5....39....9.......47.9...426.58..........7....,584769213197243685362815749623184957845397162971652834719538426458926371236471598,25,0.0
131,...35..2731....8..........9..5.......9..4....6......78...1....4.4.93.61....26..5.,864359127319427865752816349475683291198742536623591478236175984547938612981264753,24,0.0
132,......1..12.7..8.....8...9..7..32.6...8..4...91..8......9.6...358..9..7........1.,897325146126749835354816297475132968638954721912687354749261583581493672263578419,24,0.0
133,...4..68..5..1...99..75.....8..6..3..72......5...2......81......4....9.......5317,217439685853612749964758123481967532372581496596324871738196254145273968629845317,24,0.0
134,...8.4..65........63.7..1.2....31..........43..7......1..4..9...46.9....9...25.3.,792814356581263479634759182425931768819672543367548291153486927246397815978125634,24,0.0
135,.3.......91...57....68.2....79.3.8........315.6......42.54....3.4....5......1....,832741659914365782756892431579134826428976315361258974295487163147623598683519247,24,0.0
136,...1..7..2.5.6...1.....8.26.9..........7.9.1.5...12.3...64.3......9......41.....8,639124785285367491417598326193845267862739514574612839956483172728951643341276958,24,0.0
137,..8.1963....6..8.24.......1...1..3..7..........6.2.4..951..7......3..9.8.7.......,528719634317645892469238751285174369734986125196523487951867243642351978873492516,24,0.0
138,........67......5...98.27.......5...2...8.91..4.1..6.5.9..47..246.2.1.9...3...1..,152794836784613259639852741916325487275486913348179625891547362467231598523968174,27,0.0
139,....2..7....38...48.7..651..619...3..3..74...29.......6..7...5...........5..1..9.,346521978915387624827496513761958432538274169294163785682749351179835246453612897,25,0.0
140,.19....2.........58.......3..75.8.9..64...3..........632.6..1...78...5.....3.2...,719435628243876915856291473137568294564729381982143756325687149678914532491352867,23,0.0
141,.....81..548.7....2......9......63.7.6.1..4..........9.5...........932.48...2....,397268145548971623216354798429586317765139482183742569952417836671893254834625971,22,0.0
142,....8..6...32.69........8.3.54.3.6...........7...192..4....7.....54....1.9.1....5,971384562843256917526971843154832679269745138738619254412597386685423791397168425,24,0.0
143,.4..2.3....5..8.....2.36.9.418...5..5.....1........2.9..1.....539..7....8...9....,146729358935418726782536491418962537529387164673154289261843975394675812857291643,24,0.0
144,.9.7...524......6......17......264....53.41..2.........3..195...8.........2.73.9.,196748352457932861328651749973126485865394127241587936634219578789465213512873694,25,0.0
145,7..8...5.45....3.6..9........6.4.71.....9.4..31.5..6.......3..4...1.....267....8.,731864259458912376629735841596348712872691435314527698185273964943186527267459183,25,0.0
146,..7..42......3.95.3..8.6...15.4.......8..7.9..7.3....8.......6.26..8...4..4......,617954283842731956395826417153498672428567391976312548731249865269185734584673129,24,0.0
147,..763.....9.....7.541.....2.7........3.42..9...8361....1......42..7.69.......8...,827634519693152478541879362472985136136427895958361247715293684284716953369548721,25,0.0
148,.......4.......1.68.5431.2.7...82.53...7..........56.445....2.........8.2..519...,173926548924857136865431729741682953596743812382195674457368291619274385238519467,26,0.0
149,9..6..........48...51........8.4.7.2.......1..9.758...87...1.9.........6.364..2..,983672145627514839451983627368149752745326918192758364874261593219835476536497281,24,0.0
150,.1.........7.....8..3.5.964.........9....1.7..413....6.2.4.....6.5....2.7.......3,419286735567934218283157964372569841956841372841372596128493657635718429794625183,22,0.0
151,..1...8........45272.9.......2.......9....3...1.28......431....3...5...7.......9.,431625879986731452725948631642593718897164325513287964274319586369852147158476293,21,0.0
152,...6..4...26..4..9....85..29..3...1.85...7.........78............3.5.6...82.6..3.,178629453526134879349785162967348215854217396231596784615473928793852641482961537,24,0.0
153,......9.1.7.3....6..2.673........85...5.4....8.6.2..9.......7.....8.342....17....,643582971578319246912467385497631852125948637836725194354296718761853429289174563,24,0.0
154,.........27....143..1.....6.1.8..5.......9.1....5..68.4....5....9.37..2...39....4,964153278275698143831427956712846539658739412349512687487265391196374825523981764,24,0.0
155,...7...1..15.324....946..8..52......7..6.......3...95.9...........98..638.1.....5,284795316615832479379461582452179638798653241163248957936517824527984163841326795,26,0.0
156,8.4.7....17.....62...3.5....6.5.9..............1....296....8.7....4.36..9....23..,854276931173984562296315847467529183329841756581637429635198274712453698948762315,24,0.0
157,49.7......8...2..3.7..5...1...1...6...2.....8..75..29.......419........58.4..7...,495731826681492573273856941548129367962374158317568294736285419129643785854917632,24,0.0
158,74...9..........4.5....3...6.....4..4.1.2...5.3...8..9.9.....67...2...91..51.....,743689152916752843528413976659371428481926735237548619192834567874265391365197284,23,0.0
159,....39.424.......6..76.1.........7.43...942...9.5...1....8.......9.7.3...5.....2.,685739142431258976927641835512386794376194258894527613743812569269475381158963427,24,0.0
160,.4..1..2....8275..5.......6..6.....7..82..6...7.4....8..75......31......2.....1..,749615823613827594582934716326158947498273651175469238967541382831792465254386179,23,0.0
161,23....9...1...3.....768..4.17....8.9..8...62.6....51...4..3...73....8.........4..,236574918814923756957681342175462839498317625623895174549136287362748591781259463,25,0.0
162,.9...2...4.....5..6...3.2.4....9.........8....3.5..619..5916...17........23....5.,397452861482671593651839274564193782719268435238547619845916327176325948923784156,24,0.0
163,..2...34.8....3.1.71..8..59.2.........8..4...4..5.9..7..1....2....79.6..........1,652917348849253716713486259527168493198374562436529187971635824284791635365842971,24,0.0
164,3...4..5.....9.4...81.63...8......7629.........47..5..97..3............2.2...4.3.,369247158752891463481563297815429376297356814634718529978132645143675982526984731,24,0.0
165,.1..3...7.......41.....65..9.8.5......3...6.4.4..8....7..9..2..3..71.9..6........,419532867256879341837146529968457132573291684142683795785964213324718956691325478,23,0.0
166,.7.............8.72.8...93.492.....3..746.....3...1....1..3...2...7.9.....68..5..,573986124961342857248157936492578613187463295635291748719635482854729361326814579,24,0.0
167,5..1....741........6.....8..7...15.....238...3.....6.2.....69.....3..4.6.4..2...5,539184267418672359762593184274961538956238741381457692125846973897315426643729815,24,0.0
168,...3.......4..69.7.2.1......6....731....5...6..7...5.4..9......8...9.62.1.2...47.,951374862384526917726189345568942731413758296297613584649237158875491623132865479,25,0.0
169,.5..4......4...79....1.7.4......2368.659....2.....3....3.2........36...95......1.,157849236284536791693127845941752368365984172872613954436291587718365429529478613,24,0.0
170,....26.49...4...3..1.......5..14....93....2...8.3.5.6......7.....18....7.6.......,853726149627419835419583672576142983934678251182395764248957316391864527765231498,22,0.0
171,.94....3.7..45.2.....2...67..6.23....7....1.5.2........187....6.....1......34....,294617538763458291185239467546123789379864125821975643418792356632581974957346812,24,0.0
172,9.1.........96.4..3.....8.7..2...98....4.37.........2.57.3......296...3....19....,981734265257968413364251897732516984698423751415879326576382149129647538843195672,24,0.0
173,25......78.6.5......14..9.......8.6.6....2.......3.5....4...23.9.7..4..6.2...1...,259813647846759321371426985713598462695142873482637519164975238937284156528361794,24,0.0
174,91.3...4.6.....32....926..1...784.3..9.1.....4......5........78.3.......1........,912378546687541329345926781561784932793152864428639157259413678836297415174865293,23,0.0
175,....1.3.6.1..6......952...846.7.9.5.1..3............7.29........3..7.8.1.....6...,725918346318467925649523718462789153157342689983651274291835467536274891874196532,24,0.0
176,.......17..7...8...38..792.8..1.5.4..25.4......9.63.7........8....3..4.6..46....9,492856317517932864638417925876195243325748691149263578963574182781329456254681739,27,0.0
177,87.....6...5.....1.396.........7918...2...74....4....6..429.85..6.7.......7..4...,871942365645837921239615478456379182192568743783421596314296857968753214527184639,26,0.0
178,.......2.4.....1........873..5..1...13..8.6..8..592......8..7....61.3..4.9.....6.,613978425487325196259416873975631248132784659864592317541869732726153984398247561,24,0.0
179,..4..35986..........3.8....9..8.......59..71.4...7.3......6.2..7..4...3..1.3...5.,174623598682759143593184627927831465835946712461275389349568271758412936216397854,25,0.0
180,7..21......2.....5.5..46.8.13..5....2.5..4....6....7.1..3..2...478.6..........9..,789215364642893175351746289137658492295174836864329751913582647478961523526437918,25,0.0
181,.3...6.27.......6..42..8.3.72.4..8.9..4.5.6....6.........7.5.1....82....17.......,835916427917342568642578931721463859384159672596287143268795314453821796179634285,25,0.0
182,...79......73.8....49.....5.2....4.3...2...5.76394........7.1...86......3...1.6..,235794861617358942849621375528167493491283756763945218952876134186439527374512689,25,0.0
183,7.3.9......6.......8..53..9.2...49....8...4.....1.93......2..4..7.5..8...5..67...,713896254596412783482753619125634978938275461647189325361928547279541836854367192,24,0.0
