id,puzzle,solution,clues,difficulty
72,2..3...9.......7.3..........9.5.....7.5.9...28..2..6..3.7..........1.3.456.84....,276384195459162783183957246692538471715496832834271659347629518928715364561843927,23,1.0
73,...97.....7..62.3..3.....26.651..4.83..89...........6........4..58......6....82..,526973184871462935934581726265137498347896512189254367792615843458329671613748259,24,1.4
74,...35...8.79......6..........1.629....8..54.....41..........63.29......73...4...1,412359768879621354635874129541762983728935416963418275184597632296183547357246891,23,1.7
75,...6.7...2.1....5......58419....87...3..49...82..6....6..............17...5...2.3,548617392291834657763295841954128736136749528827563914619372485382456179475981263,24,1.0
76,.8.7.9....19....8...7.....5.3..2...1..6.....2..8.6.53..72.....6.5.3...1....6.2...,283759164519246783467183925935827641146935872728461539872514396654398217391672458,25,1.5
77,.8..6....6.34...........72..349....89...5.4......1...3.5.....6..618....9......37.,287569134613427985495183726134976258926358417578214693359741862761832549842695371,24,1.2
78,..........9..........78..5....24.8........31...69...7.7...3.9...4..6...5.31..54..,678354129593621748412789653157243896984576312326918574765432981849167235231895467,22,1.9
79,9..7........96.1.5.6.....4....1.....5...8.7...96..4...4.83...1...78...2......26..,985741263274963185163528947832157496541689732796234851428376519617895324359412678,24,1.6
80,9..7...6.....3..8......1....35..71.......2.97.6......54..........1..5....9.36....,953784261172536984648921753235897146814652397769413825426179538381245679597368412,21,1.8
81,.9..4..8...8...4..4..9.5..6...3..7.....8....5.62..9.4.1.4..23...3....29........5.,296143587518276439473985126985364712341827965762519843154692378637458291829731654,25,1.3
82,...61.......2......948.........7.42....98.5.7.5....3..67..3.2....3.6...88..1.4.6.,587613942316249875294857631168375429432986517759421386671538294943762158825194763,26,1.0
83,73...98....217.95.6.........649......7....1.8....86...........23..2...1..9..6...5,735629841482173956619854237864917523973542168521386479148735692356298714297461385,25,1.8
84,.6.73..4..1..8....98......5......5....5..2..3....9..7..3...695.4.....6.8...12...7,562731849314589762987264315826317594795642183143895276238476951471953628659128437,25,1.6
85,1..........9.........28..313.819.7....28.....4....79.2.6..5...3.........9.341....,134675829829341576675289431358192764792864315416537982267958143541723698983416257,24,1.3
86,5...4...7....32....2.6...834.81.........65..8...........7.....29.....6..6..95.4..,593841267876532914124697583438129756219765348765384129357416892941278635682953471,23,1.4
87,..1......72...6........58.3..65......42....7..1.24.39.....71..9.......6.6..9...5.,351894627728136945469725813936517284842369571517248396285671439193452768674983152,24,2.0
88,7.1.3.......7..26......23..31.8..67.4......5......5.8...6......9546..8...382.....,721536948843791265569482317315849672482367159697125483276918534954673821138254796,26,1.8
89,.....3..4..462..53.2......1....49.3..7...........6.8....1...79...58.......347....,956183274184627953327954681618249537579318426432765819241536798765891342893472165,23,1.2
90,...2....65.86..2.4.2....58..8.795....5.4.6.7.3.............4...1.........46.....7,413258796578619234629347581284795613951436872367182945735864129192573468846921357,24,1.9
91,..2..7.....5819...........5.5.18.96.......5.2..69...4........7.7.3.561..2.94.....,182547639635819427974623815457182963391764582826935741568391274743256198219478356,26,1.6
92,5.....8...62..35..........3....1...91.76....56....9...7.49.86....8.3.......1.5...,531742896462893517879561243285317469197684325643259178754928631918436752326175984,24,1.3
93,2...4..8...8...5.4......2.....931..6....6..72.....4...8.3..6...64..8...7..51.....,256349781398217564417658239782931456134865972569724813873496125641582397925173648,24,1.5
94,..4....9.....26.....6..1.454...7..1..78.5.42...............5..33.2..7...9...8...6,714538692895426731236791845463279518178653429529814367681945273352167984947382156,24,1.3
95,.2..67..5...5.....7...83.....6.7..4.......6.84....8.2...3...5.7.6..9...1.82......,324967815698512374715483962856279143279341658431658729943126587567894231182735496,24,2.0
96,9...3...6.24...1...3...8..7....57...84...1.....1........7...42....8..3.1....62.7.,978135246524796183136248597362957814845621739791483652687319425259874361413562978,24,1.0
97,5..7..8.1...5......2..6.95...8....9..7...6..4.348.........9......7..3129...6.8...,549732861716589432823164957268341795175926384934875216351297648687453129492618573,25,1.7
98,..1.....37....6......7....83........6...981....2.3.5.9.....9....3..6..41.891..2..,561984723728316495943752618395621874674598132812437569156249387237865941489173256,24,1.4
99,..59...7.......42.3......9653.84.......6..2.4...7..93..87..13..952....6..........,865924173791368425324157896539842617178639254246715938687591342952483761413276589,26,1.8
100,1.....6.53...19.......4...7...89...........5..5....7.3..6.7.14...413......7.....2,149782635375619284682543917763895421491327856258461793536278149924136578817954362,23,1.5
101,........6...9...27..6...35..2.......3.481..6..9.5........4.35..1.........68..14..,712345986435986127986172354821639745354817269697524831279463518143758692568291473,23,1.4
102,.3......2.6....98.......5.3..12.9...8...134...2684..1..1..98...5.........9..3.6.7,735984162162357984984126573471269358859713426326845719617498235543672891298531647,27,1.3
103,.9.3.6.......9...52....78......3...4..5...79..2.6.1..81..........7.8..5.9..1.2...,598316472764298315231457869876539124315824796429671538182765943647983251953142687,24,1.9
104,57....1..4.25.........37...82.....9...3.....41.6..487......821........3....41...9,579842163432561987681937542824675391753189624196324875345798216917256438268413759,25,1.7
105,...2...........843..6...9.54...1.27.6..85.....21..3....34..6..2.....5..91........,345298761912567843786431925453619278679852314821743596534976182267185439198324657,24,1.0
106,.5...1....9.7.82........9.3..2.56.3.7.....5....189.......41.....1...3..68......2.,354921867196738254278564913482156739769342581531897642627415398915283476843679125,24,1.1
107,...7....32.........6...4.2..2.....1...76.24...3.4..9..6.9..3........7.455.....2..,984721563251368794763594821425879316197632458836415972649253187312987645578146239,23,1.0
108,1..3..6.2..25...39.349...7..1.75..6.....9.2....9..6.8.47.......8.1.7......31.....,197348652682517439534962871218754963356891247749236185475629318821473596963185724,28,1.6
109,....5...1.4...2.359.1.........7...9.4..9.83..82...4..6..7.......3...5...2..3..6..,362459781748162935951873264513726498476918352829534176697281543134695827285347619,24,1.5
110,.7.....56..1.7.....29..17.....5...9.89......5.....2.....74...613...29........54..,478293156531674982629851743213546897894317625765982314957438261346129578182765439,24,1.8
111,.........2......8.......476.6.81...94.7.96...5..2...1......98....3..51...7.6.89..,756481293249367581831952476362814759417596328598273614625139847983745162174628935,25,1.9
112,.3.5..91..5......7.471.............6.798........9.23.....4..52......1...3..6.9..8,836527914152394687947186235213745896679813452584962371761438529498251763325679148,24,2.0
113,.8.7...3..5..8......1.4...2..9..6...5..4..19.176....8.....7..1.....94.5....5.2...,684721935752983461391645872439816527528437196176259384245378619867194253913562748,25,1.6
114,.8.....3.2...51..6......25.............8.4....51.32.8...7.28.....35.6...1..4....3,685249731234751896719683254896175342372864915451932687547328169923516478168497523,24,1.6
115,72.5...41.......8..4...7.6.25..4.7..17..9..................137.3.48......1...5...,728536941635914287941287563256148739173692854489753612592461378364879125817325496,24,1.2
116,.2...51........9.3.5.6.4.7.....1.....3...7...5...8..37.......1.1.68...4...9...3..,823975164467128953951634278798316425632547891514289637385462719176893542249751386,23,1.6
117,3.......8.85.49...7.4....5.....1.2..87.92....61....3.....2..84..583....9........6,396152478185749632724836951549613287873924165612587394961275843458361729237498516,26,1.7
118,........73......29.....2.5.....5.4...482....3..91.......794..8...6.....45..71....,892561347365487129471392856723658491148279563659134278217943685936825714584716932,23,1.3
119,..6.8.........9..4..7.1.35.54...6.......9..85......2...92.4...7...86..9..8.....41,416385729853279164927614358548126973261793485379458216692541837134867592785932641,25,1.1
120,...4...52.....73.46..9.....85..1.....1....5......28.1.5...3.97...9.....5..1...43.,937481652185267394624953187853716249712349568496528713548632971369174825271895436,25,1.8
121,.8..9........3.....7.1.5..96...7.......4.12..9..5...8...3...7....68..5..2...16...,581694372469732851372185469625978134738461295914523687843259716196847523257316948,23,1.9
122,2........9..48.....459.2.8.......72.86...194.3..24.....1.3..2......1865...8......,286135497931487562745962381154893726862571943397246815619354278423718659578629134,27,1.2
123,25......1..6.......1...74..54..2.1.....1..74...3....86.2..........79.5.26....5...,254983671376412958918657423547826139862139745193574286725361894431798562689245317,24,1.0
124,9.7.53..6....1.....2.....8.8....5.1....6..2....3...5....52...9...934...7.4.......,987453126356812749124967385862735914591684273473129568635278491219346857748591632,23,1.5
125,9....1....34.7........6..5......9....1.2.84..8.3.....13..5...98..2....45....2..3.,925481376634975812178362954246719583517238469893654721361547298782193645459826137,24,2.0
126,...1.....864..2....2......635..761.22.......3....5.8.......7...43..1.5..6.892....,793164285864532971521789436359876142286491753147253869915347628432618597678925314,26,1.7
127,.....23....8....6.39.158....549..87..1.5............2.1.7..9...9...4.....8.3.6...,471692385528437169396158742654923871812574936739861524147289653963745218285316497,25,1.1
128,5...92.....7...1...8.5....3..9.58.7..4.3....8.2......6..8...91.4...........4....5,513692847267843159984517623639258471745361298821974536358726914496135782172489365,23,1.2
129,..584.1.2...6....4.....3...647.......3.285...2.....3....64..75...9....6..7.....4.,765849132193627584824153697647931825931285476258764319386492751419578263572316948,25,1.8
130,.97...43.8.........5...9.7.....1....6.9...1.83....8..2..14.5.......26......9...43,197862435863754219452139876528617394679243158314598762931485627745326981286971543,24,2.0
131,...7.2.....98...3..1...5...2.8.13.4.6.3....9..........1.....8....7.4.5..94....7..,534792186729861435816435972258913647673584291491627358165379824387246519942158763,23,1.3
132,..9.....7...8...64..129.....6...521...3...5....2.6...8......6..9..4.6..52......4.,849653127325871964671294853768345219493182576152967438534718692917426385286539741,24,1.8
133,6..3...8.19.......58...2..3.549..63.....4..2....8.5........4...9.1...3.....5..197,642319785193758246587462913254971638879643521316825479735194862961287354428536197,26,1.4
134,......68.7..4...9...3.1...78..93.....37..48.....1....4..87.....26...9...3...4.2.6,145297683726483195983615427814936572637524819592178364458762931261359748379841256,26,1.0
135,54...3...7..1.8.3....96.1....5..96.12...7.8..4...........3...5..84..............6,541723968796158234832964175375849621219675843468231597127386459684597312953412786,23,1.6
136,......71.7....3.96....72...1.......334...8....27.....4...9.75.15...6.3...69......,832496715714583296695172438158249673346718952927635184483927561571864329269351847,25,1.4
137,8......72..3.7...5..51....36...34........5.9.....1..2..1.86.....6.7...3..9.3..6..,846593172123478965975126843682934517731285496459617328314862759568749231297351684,25,1.0
138,.3..2...8...14..3...26......6..3..7.4......8..15..6.......12..437...9...9...7.3..,139527468657148239842693157268934571493751682715286943586312794371469825924875316,25,2.0
139,......9..2.9..5.3.4.7.3.....8.6....7.4.2.....571...3.....4.68....3.2...6.....7..9,638742915219865734457139628382651497946273581571984362125496873793528146864317259,25,1.1
140,9.2.5....8..7....6.5....8.....3...........51.....27..4.8..49...61.8...3.........2,962458371841793256357216849194365728726984513538127694283549167619872435475631982,22,1.9
141,.9..24..35.1.3.....4....9...6......81....23...29...7.6........1...5.......6.1925.,698724513571938462243651987465397128187462395329185746954276831812543679736819254,25,1.3
142,4....85.....5.46.1.9......89.81..23...2.8.1.........9....213...7.........13..7...,461328579387594621295671348978156234632489157154732896849213765726845913513967482,25,1.5
143,1..8.49.........645..3......9.581.....4.7.8...7.............1..21..6...8.3.....46,163824957928157364547396281692581473354672819871943625486735192215469738739218546,24,2.0
144,5..........9....48.1...43.686..7..1.....6..9..7...5...2..3.97....3...46.........9,534816972629537148718294356862973514345162897971485623256349781193728465487651239,24,1.1
145,.2...7.9..7...6..19..3...5..32....14...64..27...5....97.9.......5.........12..8..,823157496475986231916324758532798614198643527647512389789435162254861973361279845,25,1.1
146,8..9.1....6...7..13.....9..4.......8.8.43..2..7.2...9....8..3.4.5..7.8......6...2,827951643569347281341628975492716538685439127173285496716892354254173869938564712,25,1.6
147,.......76.....2...517....3..961....5.......934....8..2..539.....4..2.8...7..4....,982413576364572918517689234296137485758264193431958762825391647143726859679845321,24,1.6
148,.82....3....7.1......8.....4..9....132...47...1762.8........3.2..5.6.....4..1..87,782496135564731298139852476458973621326184759917625843891547362275368914643219587,26,1.6
149,.321.986.....3.........6..1.....4..5.84.1.6...5.8..3.....7...5..1..8......3.6..9.,432159867167438529598276431371624985984315672256897314829743156615982743743561298,25,1.0
150,.....9...9...21......7..5..6....5..4.5......2...19..5...62..73...83...16.12......,831569427975421368264783591629835174153647982487192653546218739798354216312976845,24,1.4
151,...2..4...6218....51.3.....6...1..8.3....95.6.2..6...3.39.........7..8.........57,873295461962184375514376298695413782347829516128567943739658124256741839481932657,25,1.4
152,9.62....4...1..5.......9.17.2.......374.6....6.143...2......9.5...5.....7.....16.,916275384437186529582349617829751436374962851651438792248613975163597248795824163,25,1.0
153,2..3..........7..5..46...3...1..697...3.9.2.....78....6..9.4...8......59.7.......,257349861368217495914658732521436978783591246496782513635924187842173659179865324,23,1.4
154,..9.......359...2...8..2..689....5..5.6....4..74..........9.87....5.6.3..4.3....9,269173485435968127718452396891734562526819743374625918653291874987546231142387659,25,1.3
155,.951.6.....2....9...74...6..4......5..9..7...3...8.1.9...7.52......3.6..2.1......,495176832612853794837492561748961325159327486326584179963715248584239617271648953,24,2.0
156,..51......2...4..193....5..6...2.85......7.....23........58.6.7.4.....9.2.8......,485136729726954381931278564679421853354867912812395476193582647547613298268749135,23,1.8
157,..5....38....579.44..8..7.61.7.3......6.......2.6...95..45.9.67.......8......3..9,795461238682357914431892756157938642946125873823674195214589367379246581568713429,27,1.9
158,....347..5....2.4.....8.9...1...6.....6.784.9.5....16..2.3...7...........986....1,982534716571962843643781925719456382236178459854293167125349678367815294498627531,25,1.1
159,......36...86.....31.....7.....8..2.6.735...4.8...1..7.2..139.......52.8..5......,942178365578639412316524879451987623697352184283461597724813956169745238835296741,25,1.2
160,.....26.8....54......6..45...82...16.9..4...56...8...98..7.3...139....8.5........,945172638316854972287639451458297316791346825623581749862713594139465287574928163,26,1.8
161,...3.2.6..8....7......71.2.9....84.1........64.6....975....7.....9..3.1.2...9....,745382169182956743693471528957268431318749256426135897534617982879523614261894375,24,1.7
162,.5......27.2.4.3.14.1.......9....8.7...35..146.......3...579....7.6.......31.4...,958731642762945381431268579395412867827356914614897253246579138179683425583124796,26,1.4
163,4....72.5.7.......59....3.......2.3.....6...4....9.6..3.5...4.82...8..7....51....,481937265673258149592146387956472831128365794734891652365729418219684573847513926,23,1.4
164,2.38..5..8..2...1.46.3.....1.6........7.8519........4.......4....87.9.5.....369..,273891564859264713461357289196472835347685192582913647935128476628749351714536928,26,1.6
165,3..6...........7.95.42....6.3.4..9....6..1...2..5.8.......738.......5.1..91.....5,329617458168354729574289136835426971946731582217598643652173894483965217791842365,24,1.5
166,....6.7.........4359.......3.68...7..1...2........58..9.4.5.6....84..2.1...9..4..,483169725167528943592347186326814579815792364749635812974251638658473291231986457,24,1.5
167,...6....37.....9..1...53..62......9.6...3.8.29.1...3....8.4..3..1..6...4....2..5.,854692713736814925192753486283476591675931842941285367528147639319568274467329158,25,1.9
168,38...........47...5.4..3..18....4.....76...9.9...725.3......3......69.1.....1..8.,381596724692147835574283961825934176437651298916872543169428357758369412243715689,24,1.8
169,..43...2.126.5.......8.....8..1......3..264....74.39...5.7....8...............631,784361529126957843395842176842179365931526487567483912653714298219638754478295631,24,1.5
170,.....92.7.75.......6.....5..8..7...65.1.........1...946..7.........5.4..3..41.7.2,138569247975241638264837951483975126591624873726183594642798315817352469359416782,24,1.0
171,...5.....61.....5.7.3..29...38.2.7.99..76.........35....69.......1..8.32.........,842519376619347258753682941438125769925764813167893524276931485591478632384256197,24,1.3
172,..6..3...7..46.2......8.53...7..9.4.29........4....8.......5.8.46......23.5...7..,826593417753461298914287536637829145298154673541376829172635984469718352385942761,24,1.1
173,63.....4..5....89...2.4........7...482...6.....7....3.........5.7.45.6.....23.7..,639785142451623897782941356315872964824396571967514238293167485178459623546238719,23,1.2
174,.2.......719........43.718...2.746.9.....8.4......2....9..1..2...7..3..48.....3..,328641597719285463654397182182574639976138245435962871593416728267853914841729356,25,2.0
175,..6..2.8.....793......6......54...2..8....6...3...8.4..7..9.5..69.2.........3.4..,716342985248579316359861274965417823487923651132658749873194562694285137521736498,23,1.7
176,.5..748...2......9..6.....2..9.5.16...76492..................8.1..5.......58..63.,953274816721368549846915372289753164317649258564182793672431985138596427495827631,24,1.0
177,.......3....31.825.59.7..4..7345....14..6...........83.....6..87.2...6...3.......,821645739467319825359872146273458961148963257695127483514296378782531694936784512,25,1.6
178,..4.6........9..171..78...5..921.56......8..2.....3..183...7....4...............8,574361829628495317193782645789214563351678492462953781836127954245839176917546238,23,1.0
179,.......38.....4.....3...17.5..28..1..1....9..792..........26....5.1...8...8.7...2,975612438681734259423598176536289714814367925792451863347826591259143687168975342,23,1.5
180,..4..3.69.....4....9.61...7..1..274.4.....8....5.8.........7.3..1...5..8..3.9....,854273169167954382392618457981562743426731895735489621548127936619345278273896514,24,1.6
181,97.1..23...5...9...41.......14.69.......5.....2..8..7.3............35.16...2..5..,978146235635827941241593867814769352763452198529381674357618429482935716196274583,24,1.2
182,.6.4....5.7.......89....37...8...93...13..........625.2..56.......71..6.3..2.....,163472895475938126892651374648125937521397648739846251217569483984713562356284719,24,1.2
183,.9..45.....7..3.9.......75.6.....2...3..92..4.59.....8.64..9..1...8..........1...,396745182587123496412986753641358279738692514259417638864579321125834967973261845,23,1.9
